批次号,客户编号,入仓号,包裹类型,总件数,快递号,总重量(kg),总体积重,是否超长,是否付款,实付金额(C$),freight(C$),Duty(C$),GST(C$),附加服务,保险,总金额(C$)
ONO230812-0504_0601_0602_0603,HHRQF,ONO2HHRQF0202306,海运-小额,1,4.33258E+14,4.195,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,XKXCH,ONO2XKXCH0012306,海运-小额,1,JDVC19598443822,3.259,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,XAWTF,ONO2XAWTF0392306,海运-小额,1,JD0106878839520,1.71,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,HEEEP,ONO2HEEEP0312306,海运-小额,1,9.87133E+12,6.46,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,ZUCKQ,ONO2ZUCKQ0422306,海运-小额,1,4.33254E+14,1.19,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,QQWXS,ONO2QQWXS0072306,海运-小额,1,4.33254E+14,1.179,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,YFWZE,ONO2YFWZE0312306,海运-小额,1,7.86906E+13,1,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,HHRQF,ONO2HHRQF0182306,海运-小额,1,4.33251E+14,,0.01,,,,3,,,,0,3
ONO230812-0504_0601_0602_0603,PHURP,ONO2PHURP0092305,海运-小额,1,JD0106533562939-1-1-,3.775,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,CSAPW,ONO2CSAPW0052305,海运-小额,1,DPK331329334755,2.065,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,YSFAP,ONO2YSFAP0562305,海运-小额,1,4.33248E+14,1.294,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PBRQP,ONO2PBRQP0042305,海运-小额,1,4.33244E+14,0.915,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,ASXYZ,ONO2ASXYZ0252305,海运-小额,1,4.33245E+14,0.584,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,YSFAP,ONO2YSFAP0552305,海运-小额,1,7.86894E+13,3.015,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,RFXWH,ONO2RFXWH0192305,海运-小额,1,7.86897E+13,0.264,0.01,,,,3,0,0,,3,6
ONO230812-0504_0601_0602_0603,ASXYZ,ONO2ASXYZ0242305,海运-小额,1,4.33245E+14,0.495,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,ASXYZ,ONO2ASXYZ0232305,海运-小额,1,4.33245E+14,0.379,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,ASXYZ,ONO2ASXYZ0222305,海运-小额,1,4.33245E+14,0.595,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,TTNKF,ONO2TTNKF0232305,海运-小额,1,JT3033468965970,3.579,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,BBYZZ,ONO2BBYZZ0242305,海运-小额,1,SF1405927716363,1.19,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,JUNEN,ONO2JUNEN0982305,海运-小额,1,YT7254211970386,3.359,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,SQNNR,ONO2SQNNR0122305,海运-小额,1,7.86883E+13,1.98,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,UHCSQ,ONO2UHCSQ0372305,海运-小额,1,7.86882E+13,0.98,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,SQNNR,ONO2SQNNR0112305,海运-小额,1,9.87125E+12,1.934,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,YSFAP,ONO2YSFAP0542305,海运-小额,1,7.8688E+13,1.274,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,RAFEF,ONO2RAFEF0382305,海运-小额,1,JT3033062347898,3.545,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,WUUWH,ONO2WUUWH0192305,海运-小额,1,YT7244079834544,1.799,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0392305,海运-小额,1,7.73223E+14,1,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,YSFAP,ONO2YSFAP0522305,海运-小额,1,4.33235E+14,2.069,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0372305,海运-小额,1,7.8687E+13,1.274,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,TBUXB,ONO2TBUXB1142305,海运-小额,1,JT3032700731460,2.539,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,TBUXB,ONO2TBUXB1132305,海运-小额,1,9.87122E+12,3.69,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,TBUXB,ONO2TBUXB1102305,海运-小额,1,7.86866E+13,1,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,TBUXB,ONO2TBUXB1092305,海运-小额,1,7.73222E+14,1.345,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,ZNSEW,ONO2ZNSEW0032306,海运-小额,1,7.73228E+14,1.6,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0432306,海运-小额,1,7.57002E+13,1.899,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,CUFPQ,ONO2CUFPQ0182306,海运-小额,1,YT7306095638066,2.335,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,BTWKY,ONO2BTWKY0042306,海运-小额,1,7.86964E+13,2.545,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,CSAPW,ONO2CSAPW0102306,海运-小额,1,DPK300799606975,1.2,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,ZUCKQ,ONO2ZUCKQ0472306,海运-小额,1,7.73228E+14,2.829,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,FQFEB,ONO2FQFEB0062306,海运-小额,1,9.85444E+12,2.464,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,FQFEB,ONO2FQFEB0052306,海运-小额,1,9.85444E+12,1.09,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PWSQZ,ONO2PWSQZ0182306,海运-小额,1,7.86949E+13,2.96,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,AYRKP,ONO2AYRKP0012306,海运-小额,1,7.77148E+14,4.454,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0412306,海运-小额,1,YT1805827470579,2.18,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0402306,海运-小额,1,YT1805802528095,1.769,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,EFNBZ,ONO2EFNBZ0232306,海运-小额,1,JT5198230518819,0.61,0.01,,,,3,,,,0,3
ONO230812-0504_0601_0602_0603,ZNSEW,ONO2ZNSEW0022306,海运-小额,1,7.73227E+14,3,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,BTTBX,ONO2BTTBX0032306,海运-小额,1,7.8347E+13,0.31,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0392306,海运-小额,1,YT1805552943513,2.21,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,BTTBX,ONO2BTTBX0022306,海运-小额,1,7.86941E+13,1.174,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0382306,海运-小额,1,7.73227E+14,1,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,HKUZP,ONO2HKUZP0052306,海运-小额,1,JT3034978742201,0.785,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,ASXYZ,ONO2ASXYZ0292306,海运-小额,1,JT3034917224176,0.99,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0372306,海运-小额,1,7.55879E+13,0.354,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0362306,海运-小额,1,YT1805577129963,1.254,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,ASXYZ,ONO2ASXYZ0282306,海运-小额,1,JT3034691215252,1.279,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,SEWHR,ONO2SEWHR0032306,海运-小额,1,7.86941E+13,0.319,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,HTAAY,ONO2HTAAY0702306,海运-小额,1,R02ZYT7286466960237,1.705,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0352306,海运-小额,1,7.55876E+13,1.5,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,NEKXY,ONO2NEKXY0092306,海运-小额,1,7.83466E+13,2.904,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,CEFPS,ONO2CEFPS0042306,海运-小额,1,7.86934E+13,2.99,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,TYFZT,ONO2TYFZT0102306,海运-小额,1,7.86934E+13,2.69,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,USYSW,ONO2USYSW0272306,海运-小额,1,YT7271370644078,1.215,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0312306,海运-小额,1,YT7269797964322,6.63,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,CSAPW,ONO2CSAPW0062306,海运-小额,1,JT3033929119258,6.744,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,SQNNR,ONO2SQNNR0132305,海运-小额,1,JT3033188381237,1.559,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,PBRQP,ONO2PBRQP0032305,海运-小额,1,YT7255919414704,1.61,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,WUUWH,ONO2WUUWH0212305,海运-小额,1,R02ZYT7245228107110,1.059,0.01,,,,3,0,0,,3,6
ONO230812-0504_0601_0602_0603,PHURP,ONO2PHURP0072305,海运-小额,1,7.86875E+13,1.894,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,WUUWH,ONO2WUUWH0202305,海运-小额,1,YT7244093648277,0.555,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,ZUCKQ,ONO2ZUCKQ0412305,海运-小额,1,4.33234E+14,1.7,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,QQWXS,ONO2QQWXS0042305,海运-小额,1,YT7244075076555,0.485,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,QQWXS,ONO2QQWXS0032305,海运-小额,1,YT7244072394566,0.514,0.01,,,,3,0,0,,0,3
ONO230812-0504_0601_0602_0603,BTWKY,ONO2BTWKY0022306,海运-小额,1,4.33287E+14,2.609,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,RAFEF,ONO2RAFEF0392306,海运-小额,1,7.8693E+13,2.67,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,PBTEX,ONO2PBTEX0102306,海运-小额,1,SF1645004662173,5.264,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,KFTPH,ONO2KFTPH0092306,海运-小额,1,7.86917E+13,2.67,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,WUWRK,ONO2WUWRK0032306,海运-小额,1,4.33259E+14,1,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0432306,海运-小额,1,7.86914E+13,2.18,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,TYFZT,ONO2TYFZT0092306,海运-小额,1,7.86916E+13,7.039,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,USYSW,ONO2USYSW0242306,海运-小额,1,7.86919E+13,2.259,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,FTZBE,ONO2FTZBE0092306,海运-小额,1,7.86924E+13,1,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,XAWTF,ONO2XAWTF0412306,海运-小额,1,JD0107046043154,5.304,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,USYSW,ONO2USYSW0222306,海运-小额,1,YT7268896047841,1.684,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,HHRQF,ONO2HHRQF0212306,海运-小额,1,YT7268909630037,1.825,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,FSKEW,ONO2FSKEW0102306,海运-小额,1,9.87136E+12,6.204,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,USYSW,ONO2USYSW0202306,海运-小额,1,7.86909E+13,1.735,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0422306,海运-小额,1,7.35027E+13,3.474,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,XKXCH,ONO2XKXCH0022306,海运-小额,1,JD0107010191034,8.869,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,YSUZB,ONO2YSUZB0052306,海运-小额,1,9.85425E+12,6.204,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,USYSW,ONO2USYSW0192306,海运-小额,1,7.73225E+14,2.494,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,XAWTF,ONO2XAWTF0402306,海运-小额,1,JD0106878839520,8.63,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,XAWTF,ONO2XAWTF0382306,海运-小额,1,JD0106878363207-1-1-,6.03,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,CUFPQ,ONO2CUFPQ0122306,海运-小额,1,4.3326E+14,2.535,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,XAWTF,ONO2XAWTF0372306,海运-小额,1,JD0106878101766-1-1-,5.155,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,XAWTF,ONO2XAWTF0362306,海运-小额,1,JD0106663174819-1-1-,5.57,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,PHURP,ONO2PHURP0082305,海运-小额,1,JD0106472980751-1-1-,3.039,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0282305,海运-小额,1,DPK202177092872,7.469,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,CXRNX,ONO2CXRNX0452305,海运-小额,1,4.33233E+14,5.659,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,YSFAP,ONO2YSFAP0532305,海运-小额,1,4.33237E+14,2.43,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0362305,海运-小额,1,YT7245866100922,3.805,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0272305,海运-小额,1,DPK202174097321,4.849,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,TBUXB,ONO2TBUXB1122305,海运-小额,1,7.73222E+14,5.614,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,HABBR,ONO2HABBR0082305,海运-小额,1,JDX016011358710-1-1-,4.724,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,ATKTX,ONO2ATKTX0082305,海运-小额,1,4.33216E+14,2.065,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,CSAPW,ONO2CSAPW0112306,海运-小额,1,DPK300799606974,1.929,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,CEFPS,ONO2CEFPS0052306,海运-小额,1,YT7304276723881,8.104,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,UHCSQ,ONO2UHCSQ0392306,海运-小额,1,7.73227E+14,3.565,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,ZUCKQ,ONO2ZUCKQ0452306,海运-小额,1,7.86941E+13,7.264,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,STRXY,ONO2STRXY0022306,海运-小额,1,7.86941E+13,7.284,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,TBEKY,ONO2TBEKY0062306,海运-小额,1,7.86941E+13,7.26,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,PSFAX,ONO2PSFAX0342306,海运-小额,1,7.86941E+13,7.26,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,PHURP,ONO2PHURP0132306,海运-小额,1,JD0106692763856,4.71,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,CEFPS,ONO2CEFPS0032306,海运-小额,1,YT7284407499594,3.49,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,BSWST,ONO2BSWST0112306,海运-小额,1,JD0107598091847-1-1-,8.345,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0442306,海运-小额,1,7.73225E+14,0.574,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,USYSW,ONO2USYSW0212306,海运-小额,1,7.86908E+13,2.269,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,WKWQZ,ONO2WKWQZ0482306,海运-小额,1,7.77147E+14,1,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0382305,海运-小额,1,4.33235E+14,3.214,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,USPAX,ONO2USPAX0482305,海运-小额,1,7.86859E+13,1.7,0.02,,,,11.98,0,0,,0,11.98
ONO230812-0504_0601_0602_0603,TYFZT,ONO2TYFZT0122306,海运-小额,1,YT7304320595816,1,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,UUXQA,ONO2UUXQA0452306,海运-小额,1,4.33257E+14,1,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,SEWHR,ONO2SEWHR0022306,海运-小额,1,7.86931E+13,6.655,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,YFWZE,ONO2YFWZE0322306,海运-小额,1,yt7269880372396,1,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0322306,海运-小额,1,4.33265E+14,2.954,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,USYSW,ONO2USYSW0252306,海运-小额,1,7.86918E+13,1.725,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,CQBNX,ONO2CQBNX0032306,海运-小额,1,7.86929E+13,4.3,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0302306,海运-小额,1,4.33259E+14,2.779,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,HHRQF,ONO2HHRQF0192306,海运-小额,1,4.33256E+14,3.075,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,SZEQZ,ONO2SZEQZ0012306,海运-小额,1,7.73225E+14,5.349,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,PHURP,ONO2PHURP0102306,海运-小额,1,jd0106694408175-1-1-,1,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,ZZPBS,ONO2ZZPBS0142305,海运-小额,1,7.7601E+14,6.994,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,XWWYY,ONO2XWWYY0032305,海运-小额,1,7.73224E+14,2.555,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,TBUXB,ONO2TBUXB1172305,海运-小额,1,4.33234E+14,4.5,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,WKWQZ,ONO2WKWQZ0472305,海运-小额,1,9.85405E+12,3.359,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,TBUXB,ONO2TBUXB1112305,海运-小额,1,7.73222E+14,5.445,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,YFWZE,ONO2YFWZE0302305,海运-小额,1,7.86862E+13,8.694,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,CUFPQ,ONO2CUFPQ0112306,海运-小额,1,SF1675916499273,8.975,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,ZUCKQ,ONO2ZUCKQ0462306,海运-小额,1,7.72021E+14,7.079,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,YEKTE,ONO2YEKTE0162306,海运-小额,1,7.86948E+13,4.864,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,ZBHZQ,ONO2ZBHZQ0042306,海运-小额,1,DPK364202122698,1,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,YEKTE,ONO2YEKTE0152306,海运-小额,1,YT7293151827377,2.674,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,FWUQR,ONO2FWUQR0012306,海运-小额,1,JT3034595142699,5.105,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,CEFPS,ONO2CEFPS0022306,海运-小额,1,YT7284393523487,8.539,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,YSFAP,ONO2YSFAP0502305,海运-小额,1,7.86873E+13,8.55,0.03,,,,17.97,0,0,,0,17.97
ONO230812-0504_0601_0602_0603,XAWTF,ONO2XAWTF0452306,海运-小额,1,7.86921E+13,1,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,XAWTF,ONO2XAWTF0442306,海运-小额,1,7.86921E+13,9.029,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,WSYZB,ONO2WSYZB0042306,海运-小额,1,7.73225E+14,24.829,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,PFHXU,ONO2PFHXU0292306,海运-小额,1,YT2500536536361,9.904,0.04,,,,23.96,0,0,,0,23.96
ONO230812-0504_0601_0602_0603,PBRQP,ONO2PBRQP0052305,海运-小额,1,SF1386480638048,5.96,0.04,,,,23.96,0,0,,0,23.96
