批次号,客户编号,入仓号,包裹类型,总件数,快递号,总重量(kg),总体积重,是否超长,是否付款,实付金额(C$),freight(C$),Duty(C$),GST(C$),附加服务,保险,总金额(C$)
ONO230701-0605-0604,QAYPU,ONO2QAYPU0062306,海运-小额,1,JT3036947770724,1.884,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,FQUWT,ONO2FQUWT0062306,海运-小额,1,DPK366047470367,4.675,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,CXRNX,ONO2CXRNX0532306,海运-小额,1,JT3036583979212,2.025,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,PFHXU,ONO2PFHXU0482306,海运-小额,1,7.57014E+13,1.73,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,PFHXU,ONO2PFHXU0472306,海运-小额,1,7.57015E+13,3.619,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,CSAPW,ONO2CSAPW0222306,海运-小额,1,4.33295E+14,5.05,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,CQBNX,ONO2CQBNX0162306,海运-小额,1,4.33298E+14,3.4,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,BUPFE,ONO2BUPFE0322306,海运-小额,1,4.33295E+14,3.555,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,BUPFE,ONO2BUPFE0312306,海运-小额,1,4.33295E+14,4.61,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,BUPFE,ONO2BUPFE0302306,海运-小额,1,4.33295E+14,1.94,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,YFWZE,ONO2YFWZE0332306,海运-小额,1,9.77309E+12,1,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,FQUWT,ONO2FQUWT0022306,海运-小额,1,JD0109699806748,1.509,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,FQUWT,ONO2FQUWT0012306,海运-小额,1,JD0109699806748,0.129,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0102306,海运-小额,1,7.86985E+13,2.42,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,ARBEK,ONO2ARBEK0092306,海运-小额,1,7.72021E+14,4,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0092306,海运-小额,1,7.86985E+13,1.36,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,ASXYZ,ONO2ASXYZ0302307,海运-小额,1,YT8914501017340,3.174,0.01,,,,3,0,0,,0,3
ONO230701-0605-0604,XTYFQ,ONO2XTYFQ0072307,海运-小额,1,7.8701E+13,1.115,0.02,,,,11.98,,,,0,11.98
ONO230701-0605-0604,XTYFQ,ONO2XTYFQ0062307,海运-小额,1,JT3037273013274,1.414,0.02,,,,11.98,,,,0,11.98
ONO230701-0605-0604,SEWHR,ONO2SEWHR0062306,海运-小额,1,7.87007E+13,5.84,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,PFHXU,ONO2PFHXU0532306,海运-小额,1,6.21053E+14,1,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,PHURP,ONO2PHURP0162306,海运-小额,1,YT7329080020236,5.28,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,QAYPU,ONO2QAYPU0082306,海运-小额,1,7.56106E+13,8.305,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,WWANS,ONO2WWANS0082306,海运-小额,1,7.35041E+13,9.975,0.02,,,,11.98,,,,0,11.98
ONO230701-0605-0604,CXRNX,ONO2CXRNX0552306,海运-小额,1,7.7323E+14,1,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,BTTBX,ONO2BTTBX0072306,海运-小额,1,4.33308E+14,2.779,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CSAPW,ONO2CSAPW0232306,海运-小额,1,9.87155E+12,3.595,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CSAPW,ONO2CSAPW0212306,海运-小额,1,4.33298E+14,7.949,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,BUPFE,ONO2BUPFE0292306,海运-小额,1,7.8698E+13,2.359,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,EUKWQ,ONO2EUKWQ0022306,海运-小额,1,JD0109260580120-1-1-,8.114,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CSAPW,ONO2CSAPW0182306,海运-小额,1,JT3036177724600,2.505,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CSAPW,ONO2CSAPW0172306,海运-小额,1,4.33296E+14,3.775,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CSAPW,ONO2CSAPW0162306,海运-小额,1,8.1002E+12,6.204,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,YFWZE,ONO2YFWZE0342306,海运-小额,1,3.12217E+14,5.48,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,BTTBX,ONO2BTTBX0132307,海运-小额,1,7.87007E+13,12.854,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,CWBHQ,ONO2CWBHQ0242306,海运-小额,1,7.35043E+13,7.775,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,UCTNY,ONO2UCTNY0062306,海运-小额,1,7.87004E+13,7.09,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,BTTBX,ONO2BTTBX0082306,海运-小额,1,JDVC19958483045,2.71,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,BBYZZ,ONO2BBYZZ0262306,海运-小额,1,SF1448460268092,3.535,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,BBYZZ,ONO2BBYZZ0252306,海运-小额,1,SF1420264984288,4.599,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,STRXY,ONO2STRXY0032306,海运-小额,1,DPK211909327441,6.315,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,QPKWH,ONO2QPKWH0092306,海运-小额,1,7.73229E+14,2.115,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,UUXQA,ONO2UUXQA0462306,海运-小额,1,7.86974E+13,5.78,0.03,,,,17.97,0,0,,0,17.97
ONO230701-0605-0604,HKUZP,ONO2HKUZP0062307,海运-小额,1,JT0008639650721,7.614,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,FWUQR,ONO2FWUQR0022307,海运-小额,1,DPK202188594280,10.39,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,PFHXU,ONO2PFHXU0502306,海运-小额,1,DPK202187084080,11.164,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,CUFPQ,ONO2CUFPQ0212306,海运-小额,1,4.3329E+14,1,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,EUKWQ,ONO2EUKWQ0012306,海运-小额,1,YT3750741935621,15.18,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,HEEEP,ONO2HEEEP0352306,海运-小额,1,YT7315225012549,3.845,0.04,,,,23.96,0,0,,0,23.96
ONO230701-0605-0604,TBUXB,ONO2TBUXB1182306,海运-小额,1,4.33295E+14,15.76,0.05,,,,29.95,0,0,,0,29.95
ONO230701-0605-0604,UUXQA,ONO2UUXQA0472306,海运-小额,1,4.33293E+14,11.329,0.05,,,,29.95,0,0,,0,29.95
ONO230701-0605-0604,SEWHR,ONO2SEWHR0052306,海运-小额,1,SF1401128186230,5.364,0.06,,,,35.94,0,0,,0,35.94
ONO230701-0605-0604,XTYFQ,ONO2XTYFQ0052307,海运-小额,1,7.87008E+13,2.595,0.07,,,,41.93,,,,0,41.93
ONO230701-0605-0604,XTYFQ,ONO2XTYFQ0012307,海运-小额,1,DPK300811570340,7.045,0.07,,,,41.93,,,,0,41.93
ONO230701-0605-0604,APAYF,ONO2APAYF0022306,海运-小额,1,4.333E+14,1,0.08,,,,47.92,0,0,,0,47.92
ONO230701-0605-0604,QCCNQ,ONO2QCCNQ0192306,海运-小额,1,4.33297E+14,1,0.09,,,,53.91,0,0,,0,53.91
ONO230701-0605-0604,CXRNX,ONO2CXRNX0512306,海运-小额,3,SF1429551036657,3,0.09,,,,53.91,0,0,,0,53.91
ONO230701-0605-0604,PERTW,ONO2PERTW0012306,海运-小额,1,3.12218E+14,1,0.1,,,,59.9,0,0,,3,62.9
ONO230701-0605-0604,WUAUK,ONO2WUAUK0012306,海运-小额,2,SF2061873261305,26.765,0.1,,,,59.9,0,0,,0,59.9
ONO230701-0605-0604,APAYF,ONO2APAYF0012306,海运-小额,1,7.83496E+13,1,0.1,,,,59.9,0,0,,0,59.9
ONO230701-0605-0604,FSKEC,ONO2FSKEC0012306,海运-小额,1,SF1511571066337,1,0.1,,,,59.9,0,0,,0,59.9
ONO230701-0605-0604,CXRNX,ONO2CXRNX0522306,海运-小额,1,JT3036413797237,1,0.12,,,,71.88,0,0,,0,71.88
ONO230701-0605-0604,PHURP,ONO2PHURP0152306,海运-小额,1,YT7322135358240,1,0.18,,,,107.82,0,0,,0,107.82
ONO230701-0605-0604,WUAUK,ONO2WUAUK0022306,海运-小额,3,SF1456665493295,1,0.27,,,,161.73,0,0,,6,167.73
ONO230701-0605-0604,BUPFE,ONO2BUPFE0332306,海运-小额,1,DPK364206577188,1,0.27,,,,161.73,0,0,,12,173.73
ONO230701-0605-0604,XTYFQ,ONO2XTYFQ0122307,海运-小额,1,SF1664603629963,1,0.41,,,,245.59,,,,0,245.59
ONO230701-0605-0604,SNSYN,ABC2XXXXX6422306,海运-小额,1,7.86982E+13,0.569,0.01,,,,,,,,,3
ONO230701-0605-0604,SNSYN,ABC2XXXXX6412306,海运-小额,1,JT3036314206299,0.36,0.01,,,,,,,,,3
ONO230701-0605-0604,BTTBX,ABC2XXXXX6372306,海运-小额,1,4.33281E+14,1.004,0.01,,,,,,,,,3
ONO230701-0605-0604,YTWNA,ABC2XXXXX6462306,海运-小额,1,JT3035759156117,5.82,0.01,,,,,,,,,3
ONO230701-0605-0604,ANEET,ONO2ANEET0042306,海运-小额,1,6.2105E+14,1,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,ARBEK,ONO2ARBEK0082306,海运-小额,1,9.77425E+12,2.275,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,BPAQH,ONO2BPAQH0012306,海运-小额,1,dpk300797732609,1,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,BTTBX,ONO2BTTBX0062306,海运-小额,1,JD0109854709590,3.015,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,BTTBX,ONO2BTTBX0052306,海运-小额,1,7.73227E+14,2.45,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,BTWKY,ONO2BTWKY0052306,海运-小额,1,7.86964E+13,1.585,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,BTWKY,ONO2BTWKY0032306,海运-小额,1,JT3035743397047,1.71,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,BTWKY,ONO2BTWKY0072306,海运-小额,1,7.86964E+13,2.97,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,BUPFE,ONO2BUPFE0272306,海运-小额,1,JD0109067160462,1.44,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,BUPFE,ONO2BUPFE0262306,海运-小额,1,7.73229E+14,0.805,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,BUPFE,ONO2BUPFE0232306,海运-小额,1,YT7309709614972,0.414,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CQBNX,ONO2CQBNX0152306,海运-小额,1,JT3036356870873,2.484,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CQBNX,ONO2CQBNX0092306,海运-小额,1,YT7317741189466,8.529,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CQBNX,ONO2CQBNX0082306,海运-小额,1,JT3036356874728,2.494,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CQBNX,ONO2CQBNX0072306,海运-小额,1,YT7317746652225,8.314,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CQBNX,ONO2CQBNX0062306,海运-小额,1,7.73229E+14,2.224,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CQBNX,ONO2CQBNX0052306,海运-小额,1,SF1635157424804,2.029,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CSAPW,ONO2CSAPW0202306,海运-小额,1,4.33298E+14,2.875,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CSAPW,ONO2CSAPW0192306,海运-小额,1,7.86982E+13,1.1,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CSAPW,ONO2CSAPW0142306,海运-小额,1,4.33287E+14,1.475,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CUFPQ,ONO2CUFPQ0202306,海运-小额,1,4.3329E+14,1.639,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CUFPQ,ONO2CUFPQ0192306,海运-小额,1,JT3035897994383,0.49,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CWFFY,ONO2CWFFY0422306,海运-小额,1,SF1638371886556,1.565,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,CXRNX,ONO2CXRNX0462306,海运-小额,1,7.86943E+13,1,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,EENPX,ONO2EENPX0412306,海运-小额,1,7.76349E+14,0.379,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,EUKWQ,ONO2EUKWQ0032306,海运-小额,1,JD0109723869410,2.535,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,FANKR,ONO2FANKR0272306,海运-小额,1,7.7323E+14,0.85,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,FQFEB,ONO2FQFEB0102306,海运-小额,1,JT5199129013970,3.434,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,FQFEB,ONO2FQFEB0082306,海运-小额,1,9.85444E+12,2.674,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,FQFEB,ONO2FQFEB0092306,海运-小额,1,9.85444E+12,2.039,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,FQFEB,ONO2FQFEB0072306,海运-小额,1,9.85444E+12,2.595,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,FQUWT,ONO2FQUWT0052306,海运-小额,1,YT3750784726143,2.789,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,FQUWT,ONO2FQUWT0032306,海运-小额,1,JD0109798939820,1.735,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,HEEEP,ONO2HEEEP0342306,海运-小额,1,7.86981E+13,2.755,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,HEEEP,ONO2HEEEP0332306,海运-小额,1,7.86982E+13,1.909,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,KFTPH,ONO2KFTPH0132306,海运-小额,1,7.86988E+13,1.529,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,KFTPH,ONO2KFTPH0122306,海运-小额,1,7.73229E+14,0.204,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,KFTPH,ONO2KFTPH0102306,海运-小额,1,7.73229E+14,0.289,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,KYFNZ,ONO2KYFNZ0112306,海运-小额,1,9.79713E+12,4.71,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,NAKWB,ONO2NAKWB0212306,海运-小额,1,4.33307E+14,1.325,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,PFHXU,ONO2PFHXU0442306,海运-小额,1,7.57002E+13,1.904,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,PFHXU,ONO2PFHXU0462306,海运-小额,1,7.57014E+13,2.295,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,PFHXU,ONO2PFHXU0422306,海运-小额,1,7.55886E+13,1.09,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,QAYPU,ONO2QAYPU0022306,海运-小额,1,JT4000325414839,4.065,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,QAYPU,ONO2QAYPU0052306,海运-小额,1,YT7328203431816,1.57,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,QAYPU,ONO2QAYPU0042306,海运-小额,1,7.7323E+14,2.71,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,QAYPU,ONO2QAYPU0032306,海运-小额,1,9.87159E+12,2.805,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,RAFEF,ONO2RAFEF0422306,海运-小额,1,YT7312122943019,0.725,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,RAFEF,ONO2RAFEF0432306,海运-小额,1,YT7311541334374,0.689,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,RATWT,ONO2RATWT0242306,海运-小额,1,YT7328001539955,0.605,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,RFXWH,ONO2RFXWH0202306,海运-小额,1,YT7321495082438,2.505,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0122306,海运-小额,1,JT3036312039170,0.33,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0112306,海运-小额,1,7.73229E+14,0.574,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0082306,海运-小额,1,7.86982E+13,1.024,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0012306,海运-小额,1,7.86981E+13,1.205,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0132306,海运-小额,1,7.73229E+14,0.375,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0072306,海运-小额,1,7.86981E+13,0.465,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0062306,海运-小额,1,4.33298E+14,0.56,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0052306,海运-小额,1,4.33298E+14,0.294,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0042306,海运-小额,1,4.33298E+14,0.514,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,SNSYN,ONO2SNSYN0022306,海运-小额,1,YT7315042500737,0.699,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,TXFFZ,ONO2TXFFZ0142306,海运-小额,1,YT7312578765919,2.785,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,TYFZT,ONO2TYFZT0142306,海运-小额,1,JT3035761077199,0.584,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,TYFZT,ONO2TYFZT0132306,海运-小额,1,4.33288E+14,2.47,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,UHCSQ,ONO2UHCSQ0422306,海运-小额,1,7.73229E+14,0.759,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,UHCSQ,ONO2UHCSQ0402306,海运-小额,1,7.86955E+13,0.564,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,USYSW,ONO2USYSW0302306,海运-小额,1,7.86986E+13,1.105,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,USYSW,ONO2USYSW0292306,海运-小额,1,7.86988E+13,0.425,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,USYSW,ONO2USYSW0282306,海运-小额,1,7.86982E+13,1.514,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,UWCPF,ONO2UWCPF0232306,海运-小额,1,7.86969E+13,3.619,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,UWCPF,ONO2UWCPF0222306,海运-小额,1,7.86967E+13,2.414,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,WKWQZ,ONO2WKWQZ0502306,海运-小额,1,7.7715E+14,1.995,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,WKWQZ,ONO2WKWQZ0492306,海运-小额,1,JD0109251326959,3.305,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,WSYZB,ONO2WSYZB0062306,海运-小额,1,7.86973E+13,1.149,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,XHUPH,ONO2XHUPH0012306,海运-小额,1,4.33298E+14,1.414,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,XWBCC,ONO2XWBCC0012306,海运-小额,1,7.87001E+13,0.194,0.01,,,,5.99,,,,0,3
ONO230701-0605-0604,YSFAP,ONO2YSFAP0612306,海运-小额,1,7.86979E+13,1.274,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,ZNSEW,ONO2ZNSEW0042306,海运-小额,1,9.87149E+12,0.79,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,ZUCKQ,ONO2ZUCKQ0482306,海运-小额,1,7.86969E+13,2.14,0.01,,,,5.99,0,0,,0,3
ONO230701-0605-0604,APQXP,ONO2APQXP0272306,海运-小额,1,7.35036E+13,2.059,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,BSWST,ONO2BSWST0122306,海运-小额,1,JD0109099348277-1-1-,7.014,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,BUPFE,ONO2BUPFE0282306,海运-小额,1,7.86975E+13,4.19,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,BUPFE,ONO2BUPFE0222306,海运-小额,1,SF1650764747951,1.865,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,BUPFE,ONO2BUPFE0212306,海运-小额,1,JD0109067264412,10.215,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CEFPS,ONO2CEFPS0082306,海运-小额,1,7.86972E+13,7.425,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CEFPS,ONO2CEFPS0072306,海运-小额,1,7.86972E+13,7.164,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CEFPS,ONO2CEFPS0062306,海运-小额,1,YT7308540021200,5.09,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CQBNX,ONO2CQBNX0142306,海运-小额,1,7.86985E+13,2.769,0.02,,,,11.98,0,0,,0,11.98
ONO230701-0605-0604,CQBNX,ONO2CQBNX0122306,海运-小额,1,YT7317741189593,13.225,0.02,,,,11.98,0,0,,0,11.98
