批次号,客户编号,入仓号,包裹类型,总件数,快递号,总重量(kg),总体积重,是否超长,是否付款,实付金额(C$),freight(C$),Duty(C$),GST(C$),附加服务,保险,总金额(C$)
ONO230801-0804,EUHSA,ONO2EUHSA0032307,海运-小额,1,JT5206755917512,3.595,0.01,,,,3,0,0,,0,3
ONO230801-0804,BTTBX,ONO2BTTBX0242307,海运-小额,1,4.33E+14,2.9,0.01,,,,3,0,0,,0,3
ONO230801-0804,BTWKY,ONO2BTWKY0162307,海运-小额,1,4.33E+14,2.369,0.01,,,,3,0,0,,0,3
ONO230801-0804,WZYZN,ONO2WZYZN0122307,海运-小额,1,7.87E+13,4.094,0.01,,,,3,0,0,,0,3
ONO230801-0804,CXRNX,ONO2CXRNX0642307,海运-小额,1,7.87E+13,4.074,0.01,,,,3,0,0,,0,3
ONO230801-0804,BTTBX,ONO2BTTBX0212307,海运-小额,1,7.87E+13,1.125,0.01,,,,3,0,0,,0,3
ONO230801-0804,BTTBX,ONO2BTTBX0182307,海运-小额,1,4.33E+14,4.09,0.01,,,,3,0,0,,0,3
ONO230801-0804,XAWTF,ONO2XAWTF0522307,海运-小额,1,7.87E+13,7.715,0.01,,,,3,0,0,,0,3
ONO230801-0804,ZUCKQ,ONO2ZUCKQ0502307,海运-小额,1,7.87E+13,4.065,0.01,,,,3,0,0,,0,3
ONO230801-0804,BTTBX,ONO2BTTBX0172307,海运-小额,1,7.87E+13,3.21,0.01,,,,3,0,0,,0,3
ONO230801-0804,YFWZE,ONO2YFWZE0362307,海运-小额,1,JT3039375476312,1.84,0.01,,,,3,0,0,,0,3
ONO230801-0804,FUTNN,ONO2FUTNN0792307,海运-小额,1,7.76E+14,2.365,0.01,,,,3,0,0,,0,3
ONO230801-0804,EUNBX,ONO2EUNBX0402308,海运-小额,1,7.87E+13,0.5,0.01,,,,3,0,0,,0,3
ONO230801-0804,PNHNK,ONO2PNHNK0122308,海运-小额,1,YT1813226284271,0.33,0.01,,,,3,0,0,,0,3
ONO230801-0804,CXRNX,ONO2CXRNX0712308,海运-小额,1,JT0008971368969,1.404,0.01,,,,3,0,0,,0,3
ONO230801-0804,CXRNX,ONO2CXRNX0702308,海运-小额,1,YT8921176757208,2.17,0.01,,,,3,0,0,,0,3
ONO230801-0804,RXBUN,ONO2RXBUN0602308,海运-小额,1,SF1618847480132,0.74,0.01,,,,3,0,0,,0,3
ONO230801-0804,CUFPQ,ONO2CUFPQ0352308,海运-小额,1,4.33E+14,1.22,0.01,,,,3,0,0,,0,3
ONO230801-0804,EBHTY,ONO2EBHTY0012308,海运-小额,1,YT7407747295461,1.07,0.01,,,,3,0,0,,0,3
ONO230801-0804,EUNBX,ONO2EUNBX0392308,海运-小额,1,JT3041512914442,1.115,0.01,,,,3,0,0,,0,3
ONO230801-0804,ASXYZ,ONO2ASXYZ0472308,海运-小额,1,4.33E+14,1.514,0.01,,,,3,0,0,,0,3
ONO230801-0804,BTTBX,ONO2BTTBX0302308,海运-小额,1,4.33E+14,1,0.01,,,,3,0,0,,0,3
ONO230801-0804,FBTXW,ONO2FBTXW0032308,海运-小额,1,7.87E+13,0.884,0.01,,,,3,0,0,,0,3
ONO230801-0804,USPAX,ONO2USPAX0502308,海运-小额,1,7.87E+13,0.879,0.01,,,,3,,,,0,3
ONO230801-0804,BTTBX,ONO2BTTBX0292308,海运-小额,1,7.87E+13,0.894,0.01,,,,3,0,0,,0,3
ONO230801-0804,EUNBX,ONO2EUNBX0352308,海运-小额,1,7.87E+13,1.1,0.01,,,,3,0,0,,0,3
ONO230801-0804,EUNBX,ONO2EUNBX0342308,海运-小额,1,7.87E+13,1.034,0.01,,,,3,0,0,,0,3
ONO230801-0804,UCTNY,ONO2UCTNY0072308,海运-小额,1,4.33E+14,1.49,0.01,,,,3,0,0,,0,3
ONO230801-0804,CUFPQ,ONO2CUFPQ0332308,海运-小额,1,JT3041574733990,2.924,0.01,,,,3,0,0,,0,3
ONO230801-0804,EUNBX,ONO2EUNBX0322308,海运-小额,1,7.73E+14,2.164,0.01,,,,3,0,0,,0,3
ONO230801-0804,XQCBE,ONO2XQCBE0202308,海运-小额,1,JT2931097416477,0.939,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0132308,海运-小额,1,YT7407500821005,2.494,0.01,,,,3,0,0,,0,3
ONO230801-0804,EUNBX,ONO2EUNBX0312308,海运-小额,1,YT7407434446804,0.959,0.01,,,,3,0,0,,0,3
ONO230801-0804,XWWYY,ONO2XWWYY0092308,海运-小额,1,7.87E+13,2.109,0.01,,,,3,0,0,,0,3
ONO230801-0804,WSYZB,ONO2WSYZB0092308,海运-小额,1,JT3041325255127,0.639,0.01,,,,3,0,0,,0,3
ONO230801-0804,PWSQZ,ONO2PWSQZ0262308,海运-小额,1,7.73E+14,1.684,0.01,,,,3,,,,0,3
ONO230801-0804,BTTBX,ONO2BTTBX0272308,海运-小额,1,JD0113083622208-1-1-,2.069,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0122308,海运-小额,1,7.73E+14,1.96,0.01,,,,3,0,0,,0,3
ONO230801-0804,NAKWB,ONO2NAKWB0242308,海运-小额,1,7.87E+13,1.19,0.01,,,,3,,,,0,3
ONO230801-0804,TBUXB,ONO2TBUXB1392308,海运-小额,1,SF1418822796934,2.63,0.01,,,,3,0,0,,0,3
ONO230801-0804,WUWRK,ONO2WUWRK0062307,海运-小额,1,4.33E+14,0.86,0.01,,,,3,0,0,,0,3
ONO230801-0804,WUWRK,ONO2WUWRK0052307,海运-小额,1,4.33E+14,1.664,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0192308,海运-小额,1,4.33E+14,0.425,0.01,,,,3,0,0,,0,3
ONO230801-0804,EBPPQ,ONO2EBPPQ0012308,海运-小额,1,YT7409139192305,0.92,0.01,,,,3,0,0,,0,3
ONO230801-0804,SCXET,ONO2SCXET0022308,海运-小额,1,7.73E+14,3.105,0.01,,,,3,0,0,,0,3
ONO230801-0804,BQSQU,ONO2BQSQU0082308,海运-小额,1,YT7408916905093,2.684,0.01,,,,3,0,0,,0,3
ONO230801-0804,XXXXX,ONO2XXXXX6942308,海运-小额,1,JT5212073067066,3.65,0.01,,,,3,,,,0,3
ONO230801-0804,RXBUN,ONO2RXBUN0622308,海运-小额,1,DPK300837100926,4.434,0.01,,,,3,0,0,,0,3
ONO230801-0804,PNHNK,ONO2PNHNK0112308,海运-小额,1,YT1813275585738,1.409,0.01,,,,3,0,0,,0,3
ONO230801-0804,QPKWH,ONO2QPKWH0112308,海运-小额,1,JT3041994565234,0.74,0.01,,,,3,0,0,,0,3
ONO230801-0804,RXBUN,ONO2RXBUN0612308,海运-小额,1,DPK300837103020,6.3,0.01,,,,3,0,0,,0,3
ONO230801-0804,HKUZP,ONO2HKUZP0082308,海运-小额,1,JT3041937673714,2.23,0.01,,,,3,0,0,,0,3
ONO230801-0804,NEPEB,ONO2NEPEB0362308,海运-小额,1,YT7408278853898,1.355,0.01,,,,3,0,0,,0,3
ONO230801-0804,EBHTY,ONO2EBHTY0032308,海运-小额,1,9.87E+12,0.735,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0152308,海运-小额,1,YT1813274699627,1,0.01,,,,3,0,0,,0,3
ONO230801-0804,WKWQZ,ONO2WKWQZ0622308,海运-小额,1,YT8921068760051,1.879,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0142308,海运-小额,1,YT1813664965484,0.34,0.01,,,,3,0,0,,0,3
ONO230801-0804,PNHNK,ONO2PNHNK0102308,海运-小额,1,YT1813282147240,1.495,0.01,,,,3,0,0,,0,3
ONO230801-0804,HKUZP,ONO2HKUZP0072308,海运-小额,1,7.35E+13,1.429,0.01,,,,3,0,0,,0,3
ONO230801-0804,RXBUN,ONO2RXBUN0592308,海运-小额,1,SF1661686578657,1,0.01,,,,3,0,0,,0,3
ONO230801-0804,ANEET,ONO2ANEET0052308,海运-小额,1,7.87E+13,4.3,0.01,,,,3,0,0,,0,3
ONO230801-0804,EBHTY,ONO2EBHTY0022308,海运-小额,1,YT7407695268430,4.829,0.01,,,,3,0,0,,0,3
ONO230801-0804,KNAUR,ONO2KNAUR1112308,海运-小额,1,9.87E+12,3.22,0.01,,,,3,0,0,,0,3
ONO230801-0804,EUNBX,ONO2EUNBX0432308,海运-小额,1,7.73E+14,0.469,0.01,,,,3,0,0,,0,3
ONO230801-0804,TBUXB,ONO2TBUXB1412308,海运-小额,1,7.87E+13,0.379,0.01,,,,3,0,0,,0,3
ONO230801-0804,HWBYS,ONO2HWBYS0032308,海运-小额,1,7.87E+13,1.325,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0272308,海运-小额,1,9.78E+12,1.72,0.01,,,,3,0,0,,0,3
ONO230801-0804,ZUCKQ,ONO2ZUCKQ0522308,海运-小额,1,7.87E+13,1.615,0.01,,,,3,0,0,,0,3
ONO230801-0804,FANKR,ONO2FANKR0292308,海运-小额,1,7.87E+13,2.97,0.01,,,,3,0,0,,0,3
ONO230801-0804,YTKNE,ONO2YTKNE0032308,海运-小额,1,7.84E+13,2.299,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0242308,海运-小额,1,7.87E+13,4.394,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0232308,海运-小额,1,9.77E+12,1.394,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0222308,海运-小额,1,9.77E+12,1.34,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0212308,海运-小额,1,9.77E+12,1.774,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0202308,海运-小额,1,9.87E+12,5.73,0.01,,,,3,0,0,,0,3
ONO230801-0804,EUBZN,ONO2EUBZN0152308,海运-小额,1,7.84E+13,4.744,0.01,,,,3,0,0,,0,3
ONO230801-0804,YSFAP,ONO2YSFAP0702308,海运-小额,1,JT0009026446737,8.119,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0182308,海运-小额,1,7.87E+13,0.865,0.01,,,,3,0,0,,0,3
ONO230801-0804,TQTHZ,ONO2TQTHZ0172308,海运-小额,1,7.87E+13,1.644,0.01,,,,3,0,0,,0,3
ONO230801-0804,FQFEB,ONO2FQFEB0132308,海运-小额,1,YT7408640110572,2.595,0.01,,,,3,0,0,,0,3
ONO230801-0804,WKWQZ,ONO2WKWQZ0632308,海运-小额,1,JT5211973819135,1.23,0.01,,,,3,0,0,,0,3
ONO230801-0804,XRXSK,ONO2XRXSK0092308,海运-小额,1,7.87E+13,5.53,0.01,,,,3,0,0,,3,6
ONO230801-0804,ATKTX,ONO2ATKTX0102308,海运-小额,1,7.73E+14,0.8,0.01,,,,3,0,0,,0,3
ONO230801-0804,HWBYS,ONO2HWBYS0022308,海运-小额,1,7.87E+13,0.855,0.01,,,,3,0,0,,0,3
ONO230801-0804,HWBYS,ONO2HWBYS0012308,海运-小额,1,7.76E+14,1.845,0.01,,,,3,0,0,,0,3
ONO230801-0804,ZUCKQ,ONO2ZUCKQ0532308,海运-小额,1,7.87E+13,2.194,0.01,,,,3,0,0,,0,3
ONO230801-0804,YEKTE,ONO2YEKTE0182308,海运-小额,1,YT7406268111964,1.639,0.01,,,,3,0,0,,0,3
ONO230801-0804,WUUWH,ONO2WUUWH0252307,海运-小额,1,7.77E+14,2.809,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,FQFEB,ONO2FQFEB0112307,海运-小额,1,JD0112558337762-1-1-,10.395,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,CXRNX,ONO2CXRNX0662307,海运-小额,1,7.87E+13,3.535,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,CXRNX,ONO2CXRNX0652307,海运-小额,1,YT8918210420321,7.855,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,TBUXB,ONO2TBUXB1272307,海运-小额,1,YT7404219970167,2.269,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,CXRNX,ONO2CXRNX0622307,海运-小额,1,SF1626667361956,3.674,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,SEWHR,ONO2SEWHR0132307,海运-小额,1,7.77E+14,1.684,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,CUFPQ,ONO2CUFPQ0342308,海运-小额,1,4.33E+14,3.069,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,EUNBX,ONO2EUNBX0382308,海运-小额,1,JT3041551624548,2.115,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,EUNBX,ONO2EUNBX0372308,海运-小额,1,JT3041552274725,1.664,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,XQCBE,ONO2XQCBE0212308,海运-小额,1,JT2931280357674,0.795,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,EUNBX,ONO2EUNBX0332308,海运-小额,1,9.87E+12,1.565,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,EUNBX,ONO2EUNBX0302308,海运-小额,1,JT3041560835122,2.275,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,EUNBX,ONO2EUNBX0292308,海运-小额,1,9.87E+12,0.985,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,EBRXX,ONO2EBRXX0042308,海运-小额,1,YT7406773198243,3.345,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,WKWQZ,ONO2WKWQZ0582308,海运-小额,1,7.77E+14,1.429,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,YEKTE,ONO2YEKTE0192308,海运-小额,1,7.87E+13,1,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,SPSUH,ONO2SPSUH0052308,海运-小额,1,YT7406131606449,1.554,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,ATKTX,ONO2ATKTX0092308,海运-小额,1,4.33E+14,1,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,TBUXB,ONO2TBUXB1382307,海运-小额,1,4.33E+14,1,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,CXRNX,ONO2CXRNX0682307,海运-小额,1,4.33E+14,7.969,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,UTSCU,ONO2UTSCU0042308,海运-小额,1,DPK300839614181,1,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,XRXSK,ONO2XRXSK0082308,海运-小额,1,7.87E+13,6.585,0.02,,,,11.98,0,0,,3,14.98
ONO230801-0804,KNZCH,ONO2KNZCH0022308,海运-小额,1,YT7408274480676,2.91,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,PNHNK,ONO2PNHNK0092308,海运-小额,1,YT7407852673437,1.445,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,PNHNK,ONO2PNHNK0082308,海运-小额,1,YT7407848204797,1.029,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,CEFPS,ONO2CEFPS0102308,海运-小额,1,YT7407426131004,2.664,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,EUNBX,ONO2EUNBX0282308,海运-小额,1,4.33E+14,6.514,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,WYNAZ,ONO2WYNAZ0062308,海运-小额,1,7.72E+14,2.515,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,WKWQZ,ONO2WKWQZ0612308,海运-小额,1,7.87E+13,1,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,WKWQZ,ONO2WKWQZ0602308,海运-小额,1,7.87E+13,1,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,CSAPW,ONO2CSAPW0292308,海运-小额,1,JT3041121430642,4.369,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,CSAPW,ONO2CSAPW0282308,海运-小额,1,7.73E+14,5.309,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,WKWQZ,ONO2WKWQZ0572308,海运-小额,1,7.77E+14,2.4,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,TBUXB,ONO2TBUXB1372307,海运-小额,1,4.33E+14,2.46,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,FQFEB,ONO2FQFEB0122307,海运-小额,1,7.56E+13,10.715,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,EUNBX,ONO2EUNBX0422308,海运-小额,1,4.33E+14,2.115,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,ZUCKQ,ONO2ZUCKQ0512308,海运-小额,1,YT7408605328396,3.25,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,RAFEF,ONO2RAFEF0812308,海运-小额,1,YT8922072153752,14.494,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,WKWQZ,ONO2WKWQZ0642308,海运-小额,1,7.77E+14,6.175,0.02,,,,11.98,0,0,,0,11.98
ONO230801-0804,TBUXB,ONO2TBUXB1332307,海运-小额,1,7.87E+13,3.13,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,CUFPQ,ONO2CUFPQ0312307,海运-小额,1,7.87E+13,1,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,XWWYY,ONO2XWWYY0082307,海运-小额,1,7.35E+13,8.34,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,YSFAP,ONO2YSFAP0672307,海运-小额,1,7.87E+13,7.485,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,XTYFQ,ONO2XTYFQ0172307,海运-小额,1,4.33E+14,2.68,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,EUHSA,ONO2EUHSA0022307,海运-小额,1,4.63E+14,6.67,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,SEWHR,ONO2SEWHR0152307,海运-小额,1,YT8918034062082,1,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,BEEBN,ONO2BEEBN0072307,海运-小额,1,YT7404051847348,2.265,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,WKWQZ,ONO2WKWQZ0532307,海运-小额,1,7.84E+13,2.625,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,WKWQZ,ONO2WKWQZ0522307,海运-小额,1,7.77E+14,2.68,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,CSAPW,ONO2CSAPW0272308,海运-小额,1,7.87E+13,5.51,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,YEKTE,ONO2YEKTE0172308,海运-小额,1,7.87E+13,4.409,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,FUTNN,ONO2FUTNN0802307,海运-小额,1,9.85E+12,4.434,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,NEPEB,ONO2NEPEB0352308,海运-小额,1,6.11E+14,3.214,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,UTSCU,ONO2UTSCU0052308,海运-小额,1,7.87E+13,1.664,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,CUFPQ,ONO2CUFPQ0362308,海运-小额,1,SF1675758123324,3.565,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,QPKWH,ONO2QPKWH0102308,海运-小额,1,4.33E+14,1,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,NEPEB,ONO2NEPEB0332308,海运-小额,1,YT7407405035460,3.519,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,TTNKF,ONO2TTNKF0252308,海运-小额,1,7.87E+13,8.199,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,EUHSA,ONO2EUHSA0042308,海运-小额,1,JT5210614659550,6.59,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,XWWYY,ONO2XWWYY0072307,海运-小额,1,7.35E+13,4.78,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,EBRXX,ONO2EBRXX0062308,海运-小额,1,4.63E+14,2.549,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,YEKTE,ONO2YEKTE0202308,海运-小额,1,4.33E+14,2.484,0.03,,,,17.97,0,0,,3,20.97
ONO230801-0804,EBRXX,ONO2EBRXX0052308,海运-小额,1,YT8921720311885,2.9,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,FUTNN,ONO2FUTNN0822308,海运-小额,1,7.87E+13,11.909,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,HHRQF,ONO2HHRQF0232308,海运-小额,1,YT7409086914104,3.154,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,ZNZQK,ONO2ZNZQK0102307,海运-小额,1,7.87E+13,6.795,0.03,,,,17.97,0,0,,0,17.97
ONO230801-0804,ZNZQK,ONO2ZNZQK0082307,海运-小额,1,DPK300827292340,1,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,ZNZQK,ONO2ZNZQK0072307,海运-小额,1,DPK300827273686,1,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,CUFPQ,ONO2CUFPQ0302307,海运-小额,1,7.87E+13,1,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,ZNZQK,ONO2ZNZQK0052307,海运-小额,1,4.33E+14,5.485,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,TYFZT,ONO2TYFZT0182307,海运-小额,1,SF1145853142257,1,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,KNAUR,ONO2KNAUR1092307,海运-小额,1,YT7404366206203,3.035,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,SEWHR,ONO2SEWHR0142307,海运-小额,1,YT8917997937189,1,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,TBUXB,ONO2TBUXB1262307,海运-小额,1,7.87E+13,1,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,BHFXH,ONO2BHFXH0082308,海运-小额,1,9.80E+12,10.534,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,TQTHZ,ONO2TQTHZ0162308,海运-小额,1,YT7408347797850,9.8,0.04,,,,23.96,0,0,,3,26.96
ONO230801-0804,NEPEB,ONO2NEPEB0342308,海运-小额,1,6.11E+14,1.475,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,TBUXB,ONO2TBUXB1402308,海运-小额,1,7.87E+13,1,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,EUNBX,ONO2EUNBX0362308,海运-小额,1,YT7407387124143,4.005,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,BQSQU,ONO2BQSQU0062308,海运-小额,1,7.87E+13,3,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,XAWTF,ONO2XAWTF0532308,海运-小额,1,7.87E+13,2.234,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,RATWT,ONO2RATWT0252308,海运-小额,1,SF1628682628389,4.01,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,PSHCW,ONO2PSHCW0082308,海运-小额,1,7.35E+13,1,0.04,,,,23.96,0,0,,0,23.96
ONO230801-0804,TQTHZ,ONO2TQTHZ0262308,海运-小额,1,JT3042588131245,1,0.04,,,,23.96,0,0,,0,23.96
